transaction_ref,merchant_id_raw,customer_id_raw,amount_raw,status_raw,payment_method_raw,channel_raw,created_at_raw,source_system
TX-00002108,113,1055,4101.86,SUCCESS,Card,POS,2026-02-15 19:32:00,switch_api
TX-00002109,49,1469,2529.28,FAILED,Transfer,Mobile,2026-09-28 14:03:00,switch_api
TX-00002110,116,514,4030.29,SUCCESS,USSD,Mobile,2026-04-01 22:36:00,mobile_app
TX-00002111,364,1995,2270.93,FAILED,USSD,Mobile,2026-04-30 15:34:00,mobile_app
TX-00002112,461,270,2747.93,failed,Transfer,Web,2026-10-04 16:03:00,pos_gateway
TX-00002113,378,1915,3042.58,success,USSD,Web,2026-07-30 22:35:00,switch_api
TX-00002114,102,374,1806.07,success,Card,Mobile,2026-10-17 03:46:00,switch_api
TX-00002115,407,488,4317.42,SUCCESS,Transfer,Web,2026-11-01 03:39:00,switch_api
TX-00002116,247,991,2306.28,failed,Card,Mobile,2026-07-28 06:58:00,partner_feed
TX-00002117,110,929,2658.99,error,Transfer,Mobile,2026-06-14 14:32:00,partner_feed
TX-00002118,382,573,1813.16,error,Transfer,Web,2026-02-12 21:31:00,pos_gateway
TX-00002119,175,1653,827.85,FAILED,USSD,Web,2026-04-03 22:42:00,switch_api
TX-00002120,439,702,2709.41,error,Transfer,POS,2026-09-01 05:11:00,mobile_app
TX-00002121,329,53,9959.75,error,Card,POS,2026-06-05 06:56:00,pos_gateway
TX-00002122,425,228,4412.97,success,USSD,Mobile,2026-06-16 13:06:00,mobile_app
TX-00002123,448,712,2952.39,failed,Transfer,Web,2026-02-15 23:37:00,switch_api
TX-00002124,498,1034,2613.78,SUCCESS,Transfer,Mobile,2026-11-12 15:40:00,pos_gateway
TX-00002125,431,1394,3014.63,SUCCESS,Card,POS,2026-02-21 14:16:00,mobile_app
TX-00002126,308,1598,3918.87,SUCCESS,USSD,Mobile,2026-07-11 08:32:00,switch_api
TX-00002127,273,743,1651.75,error,Card,Mobile,2026-10-19 08:46:00,pos_gateway
TX-00002128,82,206,5203.89,SUCCESS,USSD,Mobile,2026-05-17 08:11:00,pos_gateway
TX-00002129,477,1539,4262.84,SUCCESS,USSD,Mobile,2026-11-04 00:19:00,partner_feed
TX-00002130,104,571,4268.82,success,Transfer,Web,2026-11-09 11:53:00,partner_feed
TX-00002131,268,1991,3711.67,FAILED,Transfer,Web,2026-11-25 00:40:00,mobile_app
TX-00002132,370,1922,3010.34,failed,Card,POS,2026-02-19 13:26:00,mobile_app
TX-00002133,285,1369,4173.17,failed,Card,Mobile,2026-09-15 21:34:00,switch_api
TX-00002134,387,841,4007.44,SUCCESS,Card,Web,2026-01-22 13:29:00,pos_gateway
TX-00002135,498,1653,2497.34,SUCCESS,Transfer,POS,2026-10-06 09:06:00,partner_feed
TX-00002136,303,397,2237.69,SUCCESS,Transfer,POS,2026-05-23 08:36:00,pos_gateway
TX-00002137,142,288,3136.7,FAILED,Card,Mobile,2026-12-12 12:55:00,pos_gateway
TX-00002138,228,292,6467.27,failed,Transfer,POS,2026-03-16 22:34:00,switch_api
TX-00002139,160,1074,1604.31,success,USSD,Mobile,2026-07-09 13:14:00,partner_feed
TX-00002140,339,898,1431.16,failed,Card,Mobile,2026-03-26 12:49:00,partner_feed
TX-00002141,37,1803,3236.93,failed,Transfer,POS,2026-02-25 22:50:00,partner_feed
TX-00002142,457,524,3057.78,success,USSD,Web,2026-11-02 02:21:00,partner_feed
TX-00002143,87,1795,3250.85,FAILED,Transfer,POS,2026-08-01 23:37:00,switch_api
TX-00002144,375,1236,3367.67,error,Transfer,POS,2026-02-02 05:57:00,partner_feed
TX-00002145,360,1973,2666.17,FAILED,Transfer,POS,2026-11-01 15:16:00,switch_api
TX-00002146,395,574,6278.78,failed,Transfer,Mobile,2026-11-11 23:56:00,mobile_app
TX-00002147,342,1713,1338.83,failed,Transfer,POS,2026-06-02 18:55:00,switch_api
TX-00002148,366,1651,1969.93,FAILED,Card,Mobile,2026-02-06 19:41:00,partner_feed
TX-00002149,303,889,2830.96,failed,Card,Mobile,2026-03-22 14:31:00,partner_feed
TX-00002150,311,1716,1310.82,error,Transfer,Mobile,2026-07-24 03:12:00,partner_feed
TX-00002151,309,221,2730.04,error,USSD,POS,2026-01-16 07:53:00,switch_api
TX-00002152,495,1565,6841.31,SUCCESS,Transfer,Mobile,2026-02-12 18:29:00,partner_feed
TX-00002153,202,1472,3012.25,success,Transfer,Mobile,2026-10-24 20:03:00,partner_feed
TX-00002154,236,1175,3345.43,error,Card,Web,2026-11-07 06:55:00,partner_feed
TX-00002155,465,53,1587.5,SUCCESS,USSD,POS,2026-09-01 14:24:00,switch_api
TX-00002156,485,674,2190.36,success,Transfer,Web,2026-08-18 13:34:00,switch_api
TX-00002157,234,1740,2471.06,failed,Transfer,Mobile,2026-09-23 10:36:00,mobile_app
TX-00002158,499,1978,2543.11,SUCCESS,Transfer,Web,2026-05-09 07:07:00,switch_api
TX-00002159,235,1432,5657.98,failed,Card,POS,2026-04-29 03:37:00,mobile_app
TX-00002160,206,1543,3939.64,failed,Card,Web,2026-09-27 16:22:00,switch_api
TX-00002161,181,1263,1710.04,error,USSD,POS,2026-05-02 12:28:00,mobile_app
TX-00002162,157,208,3371.97,success,USSD,Web,2026-10-29 17:08:00,mobile_app
TX-00002163,255,1310,3824.22,SUCCESS,Transfer,POS,2026-08-15 09:22:00,mobile_app
TX-00002164,363,995,5271.52,failed,Transfer,Web,2026-11-08 15:37:00,mobile_app
TX-00002165,82,1965,6570.01,SUCCESS,Transfer,POS,2026-10-02 19:17:00,switch_api
TX-00002166,298,636,1794.45,error,USSD,Mobile,2026-03-11 02:24:00,mobile_app
TX-00002167,287,1103,1987.38,SUCCESS,Transfer,Mobile,2026-10-03 12:45:00,switch_api
TX-00002168,48,186,1589.56,error,USSD,Web,2026-03-14 07:33:00,mobile_app
TX-00002169,367,697,2651.79,error,Transfer,Web,2026-02-23 01:43:00,pos_gateway
TX-00002170,198,213,3763.78,failed,USSD,Mobile,2026-12-02 10:04:00,switch_api
TX-00002171,116,907,4883.74,success,Card,Mobile,2026-04-28 21:43:00,pos_gateway
TX-00002172,141,54,2869.88,FAILED,Card,Mobile,2026-09-01 00:53:00,pos_gateway
TX-00002173,449,463,2540.4,FAILED,USSD,POS,2026-03-31 07:54:00,pos_gateway
TX-00002174,152,500,3215.95,success,USSD,Web,2026-01-05 12:30:00,partner_feed
TX-00002175,285,1129,1963.39,error,Card,Web,2026-05-31 22:10:00,pos_gateway
TX-00002176,266,1190,8474.1,FAILED,USSD,Mobile,2026-11-05 17:06:00,partner_feed
TX-00002177,134,1448,1334.31,failed,Transfer,Web,2026-09-29 21:34:00,mobile_app
TX-00002178,461,1896,3269.43,SUCCESS,Transfer,Mobile,2026-05-13 17:10:00,mobile_app
TX-00002179,491,1420,8199.29,SUCCESS,Transfer,Mobile,2026-01-29 01:11:00,pos_gateway
TX-00002180,276,1186,2991.11,SUCCESS,Card,Mobile,2026-10-17 15:41:00,partner_feed
TX-00002181,161,215,2710.75,error,Card,Mobile,2026-07-14 22:02:00,mobile_app
TX-00002182,360,1321,2493.09,error,Card,Web,2026-09-19 06:10:00,mobile_app
TX-00002183,429,109,2723.86,FAILED,USSD,Web,2026-07-29 01:57:00,partner_feed
TX-00002184,224,133,5921.97,SUCCESS,Card,Mobile,2026-08-04 04:47:00,partner_feed
TX-00002185,333,118,986.41,failed,Transfer,Mobile,2026-07-23 12:34:00,pos_gateway
TX-00002186,350,726,6417.07,success,USSD,Web,2026-01-24 05:17:00,mobile_app
TX-00002187,460,1491,1462.67,success,USSD,Mobile,2026-12-11 22:04:00,partner_feed
TX-00002188,361,1566,2608.87,SUCCESS,Transfer,POS,2026-06-06 20:39:00,partner_feed
TX-00002189,276,1428,2405.17,failed,Transfer,POS,2026-04-23 19:17:00,partner_feed
TX-00002190,393,1106,4000.91,error,Transfer,POS,2026-02-22 12:19:00,switch_api
TX-00002191,387,734,1340.69,error,Card,POS,2026-09-17 06:32:00,switch_api
TX-00002192,212,1496,3755.91,SUCCESS,USSD,POS,2026-07-12 21:13:00,pos_gateway
TX-00002193,397,1555,8202.18,SUCCESS,Card,POS,2026-08-08 00:12:00,partner_feed
TX-00002194,62,680,1507.81,success,Card,Web,2026-09-23 07:11:00,partner_feed
TX-00002195,209,781,3277.56,FAILED,Card,Web,2026-10-21 01:26:00,pos_gateway
TX-00002196,160,728,2140.96,SUCCESS,USSD,Web,2026-02-04 21:39:00,mobile_app
TX-00002197,47,378,3688.38,failed,Transfer,POS,2026-07-01 22:17:00,pos_gateway
TX-00002198,332,1297,3009.63,success,Transfer,Web,2026-05-08 20:50:00,switch_api
TX-00002199,132,42,2163.01,error,Card,Mobile,2026-07-10 17:37:00,switch_api
TX-00002200,192,196,3804.49,SUCCESS,Card,Mobile,2026-09-06 13:36:00,switch_api
TX-00002201,168,788,7347.93,failed,Card,Mobile,2026-01-02 16:43:00,mobile_app
TX-00002202,36,1958,2709.58,SUCCESS,Card,Mobile,2026-11-09 21:11:00,partner_feed
TX-00002203,275,448,4272.18,failed,Card,Mobile,2026-03-08 04:28:00,pos_gateway
TX-00002204,192,1176,1561.44,SUCCESS,Transfer,Mobile,2026-08-07 08:25:00,pos_gateway
TX-00002205,77,1668,1847.86,FAILED,Card,Mobile,2026-07-04 17:06:00,switch_api
TX-00002206,276,1820,3775.18,success,Transfer,Web,2026-12-07 12:42:00,switch_api
TX-00002207,350,370,6260.77,error,USSD,POS,2026-05-08 02:04:00,switch_api
TX-00002208,99,1236,3561.04,SUCCESS,USSD,Web,2026-07-01 04:32:00,partner_feed
TX-00002209,338,1123,2549.04,FAILED,Transfer,POS,2026-12-05 02:17:00,switch_api
TX-00002210,127,749,2979.9,SUCCESS,Card,Web,2026-05-04 04:29:00,pos_gateway
TX-00002211,207,86,1595.27,failed,Card,Web,2026-10-17 02:32:00,switch_api
TX-00002212,267,187,4032.97,failed,USSD,Mobile,2026-11-05 15:57:00,partner_feed
TX-00002213,280,1318,4633.96,SUCCESS,Transfer,Web,2026-10-03 14:05:00,pos_gateway
TX-00002214,391,406,2377.86,failed,USSD,Web,2026-06-13 01:50:00,partner_feed
TX-00002215,194,169,2356.61,FAILED,Card,Web,2026-06-08 10:18:00,switch_api
TX-00002216,288,992,3404.79,error,Transfer,Web,2026-04-28 01:26:00,partner_feed
TX-00002217,395,589,2396.2,success,USSD,POS,2026-10-14 07:19:00,pos_gateway
TX-00002218,46,629,2884.0,error,USSD,Mobile,2026-12-11 17:05:00,pos_gateway
TX-00002219,161,1514,8517.35,success,USSD,POS,2026-08-22 08:33:00,switch_api
TX-00002220,198,386,2634.6,failed,USSD,POS,2026-04-21 07:10:00,partner_feed
TX-00002221,261,1074,2491.97,SUCCESS,USSD,Web,2026-09-26 21:27:00,switch_api
TX-00002222,110,203,2156.47,FAILED,Card,POS,2026-11-28 13:29:00,mobile_app
TX-00002223,366,417,4324.69,FAILED,Card,Mobile,2026-01-27 13:33:00,switch_api
TX-00002224,473,782,2722.72,SUCCESS,USSD,POS,2026-01-17 11:15:00,mobile_app
TX-00002225,464,493,2154.5,failed,Card,Web,2026-01-02 17:24:00,pos_gateway
TX-00002226,470,1716,5771.3,FAILED,Card,POS,2026-05-16 08:41:00,pos_gateway
TX-00002227,127,1274,6062.04,failed,Transfer,Mobile,2026-08-06 23:58:00,mobile_app
TX-00002228,482,1800,2207.88,failed,Transfer,Mobile,2026-03-16 14:14:00,switch_api
TX-00002229,422,848,1172.31,FAILED,Transfer,POS,2026-06-01 10:04:00,partner_feed
TX-00002230,308,22,4933.27,FAILED,Card,Mobile,2026-04-03 06:27:00,partner_feed
TX-00002231,340,1413,2116.85,SUCCESS,Card,Mobile,2026-02-16 22:14:00,switch_api
TX-00002232,82,1848,4426.27,FAILED,Card,POS,2026-02-11 23:19:00,mobile_app
TX-00002233,484,1516,1113.15,failed,USSD,Mobile,2026-03-02 22:28:00,partner_feed
TX-00002234,275,587,4657.8,failed,USSD,Web,2026-04-14 16:40:00,switch_api
TX-00002235,62,809,1626.87,SUCCESS,Card,Mobile,2026-10-05 01:37:00,partner_feed
TX-00002236,66,1062,4295.75,success,Transfer,Web,2026-03-15 02:30:00,switch_api
TX-00002237,118,78,3002.31,FAILED,Card,POS,2026-02-10 13:29:00,switch_api
TX-00002238,224,1261,1850.17,failed,Transfer,Mobile,2026-03-30 00:27:00,pos_gateway
TX-00002239,306,1576,2432.03,success,USSD,Mobile,2026-06-10 22:27:00,pos_gateway
TX-00002240,108,1485,4201.34,failed,Card,Mobile,2026-10-07 19:41:00,switch_api
TX-00002241,79,700,3143.04,failed,Card,Web,2026-12-12 08:54:00,partner_feed
TX-00002242,462,1320,3992.63,success,Transfer,Web,2026-03-15 01:18:00,pos_gateway
TX-00002243,150,1036,8008.19,success,Card,POS,2026-12-11 17:27:00,pos_gateway
TX-00002244,337,1477,1363.59,FAILED,Card,Web,2026-05-03 07:02:00,switch_api
TX-00002245,126,1233,6691.59,error,Transfer,Mobile,2026-11-04 01:56:00,pos_gateway
TX-00002246,281,1975,3140.63,failed,Card,POS,2026-02-22 04:43:00,switch_api
TX-00002247,266,1095,1901.9,success,USSD,Mobile,2026-05-30 05:58:00,pos_gateway
TX-00002248,478,659,1532.79,failed,Card,POS,2026-09-21 15:06:00,switch_api
TX-00002249,120,13,2711.99,FAILED,Card,Mobile,2026-09-07 03:38:00,switch_api
TX-00002250,199,1575,4725.96,error,Card,POS,2026-10-24 06:16:00,switch_api
TX-00002251,280,152,2796.78,success,USSD,Web,2026-07-25 05:09:00,partner_feed
TX-00002252,352,1262,6345.98,FAILED,Transfer,Mobile,2026-04-13 20:14:00,pos_gateway
TX-00002253,252,1255,1442.9,failed,Transfer,Mobile,2026-09-06 15:06:00,partner_feed
TX-00002254,471,1841,2962.99,SUCCESS,Transfer,Mobile,2026-06-24 10:41:00,mobile_app
TX-00002255,74,588,1593.68,SUCCESS,Transfer,Web,2026-03-23 11:56:00,pos_gateway
TX-00002256,379,43,3575.34,FAILED,Transfer,POS,2026-05-15 00:18:00,switch_api
TX-00002257,211,1456,4644.52,error,Card,Web,2026-06-17 10:56:00,pos_gateway
TX-00002258,321,723,2415.4,SUCCESS,Transfer,Web,2026-11-02 21:12:00,partner_feed
TX-00002259,376,927,810.7,FAILED,Transfer,Web,2026-06-17 16:37:00,mobile_app
TX-00002260,167,1363,3292.74,FAILED,Card,Mobile,2026-05-03 23:45:00,pos_gateway
TX-00002261,112,1460,3708.45,SUCCESS,USSD,POS,2026-03-31 13:38:00,mobile_app
TX-00002262,238,1123,3648.78,FAILED,Transfer,Mobile,2026-11-24 19:24:00,mobile_app
TX-00002263,202,290,5529.71,FAILED,Card,Mobile,2026-03-19 17:42:00,partner_feed
TX-00002264,464,1706,1744.94,error,Transfer,POS,2026-04-20 08:14:00,pos_gateway
TX-00002265,173,1130,4188.54,SUCCESS,USSD,Web,2026-03-21 01:43:00,partner_feed
TX-00002266,483,908,5411.35,success,USSD,POS,2026-03-07 15:37:00,partner_feed
TX-00002267,342,353,1225.01,failed,USSD,Mobile,2026-07-26 13:57:00,pos_gateway
TX-00002268,206,1178,3497.58,SUCCESS,Card,Web,2026-08-22 11:13:00,mobile_app
TX-00002269,126,1778,2316.73,SUCCESS,Transfer,Web,2026-06-20 14:30:00,switch_api
TX-00002270,50,1612,2861.89,success,Card,POS,2026-09-04 04:37:00,switch_api
TX-00002271,442,1781,3546.93,success,Transfer,POS,2026-12-02 00:35:00,mobile_app
TX-00002272,462,731,2336.44,SUCCESS,USSD,POS,2026-12-06 04:07:00,pos_gateway
TX-00002273,431,136,2126.32,failed,USSD,Web,2026-04-22 23:30:00,partner_feed
TX-00002274,174,1441,3032.3,SUCCESS,Transfer,Web,2026-06-22 23:22:00,switch_api
TX-00002275,288,328,1730.87,SUCCESS,Card,Web,2026-10-20 02:55:00,switch_api
TX-00002276,467,1267,1732.1,FAILED,Card,Mobile,2026-07-13 19:21:00,partner_feed
TX-00002277,144,1414,4186.78,SUCCESS,Card,Mobile,2026-09-12 19:29:00,pos_gateway
TX-00002278,228,199,1678.41,success,Card,Web,2026-11-28 00:34:00,partner_feed
TX-00002279,245,350,4159.53,success,USSD,Mobile,2026-05-19 02:59:00,mobile_app
TX-00002280,226,1198,3756.7,error,Card,Web,2026-12-05 22:41:00,switch_api
TX-00002281,485,1376,1257.77,error,Transfer,Web,2026-06-29 01:07:00,switch_api
TX-00002282,190,142,2124.34,SUCCESS,Card,Mobile,2026-11-19 18:16:00,mobile_app
TX-00002283,202,1878,5415.69,SUCCESS,Card,Mobile,2026-09-04 14:58:00,pos_gateway
TX-00002284,165,599,1825.15,success,Transfer,Mobile,2026-08-19 21:55:00,partner_feed
TX-00002285,319,1825,2363.26,error,Transfer,POS,2026-01-06 19:25:00,mobile_app
TX-00002286,130,394,3755.7,error,Transfer,Mobile,2026-11-06 22:21:00,switch_api
TX-00002287,164,1856,4410.29,SUCCESS,Card,Mobile,2026-06-28 06:16:00,pos_gateway
TX-00002288,157,539,2628.66,FAILED,Transfer,Web,2026-09-13 01:11:00,switch_api
TX-00002289,384,1556,2211.1,FAILED,USSD,POS,2026-04-10 08:04:00,mobile_app
TX-00002290,17,268,6070.43,error,Card,Mobile,2026-07-20 17:06:00,switch_api
TX-00002291,195,409,7111.37,FAILED,Transfer,Web,2026-04-21 05:07:00,switch_api
TX-00002292,345,554,4863.09,FAILED,Transfer,Web,2026-09-11 03:31:00,partner_feed
TX-00002293,363,701,3110.87,SUCCESS,Transfer,Mobile,2026-05-29 06:07:00,mobile_app
TX-00002294,99,1002,1989.95,failed,Transfer,POS,2026-07-21 02:47:00,partner_feed
TX-00002295,344,174,1968.01,failed,USSD,POS,2026-12-01 12:23:00,switch_api
TX-00002296,66,1652,3870.96,success,Card,POS,2026-10-23 04:29:00,pos_gateway
TX-00002297,34,316,3674.6,error,Card,POS,2026-05-16 22:43:00,switch_api
TX-00002298,371,28,6007.71,failed,USSD,POS,2026-01-04 12:16:00,pos_gateway
TX-00002299,321,1978,4126.67,FAILED,USSD,Web,2026-08-01 04:11:00,switch_api
TX-00002300,63,116,1405.94,SUCCESS,Card,Mobile,2026-08-12 00:40:00,switch_api
TX-00002301,47,1471,5044.1,success,Card,Web,2026-03-09 13:34:00,pos_gateway
TX-00002302,26,1469,1809.8,success,Transfer,Web,2026-03-18 12:55:00,pos_gateway
TX-00002303,419,405,2460.24,FAILED,USSD,Mobile,2026-06-23 07:44:00,pos_gateway
TX-00002304,148,1499,3378.21,error,Card,Web,2026-06-20 20:01:00,pos_gateway
TX-00002305,4,163,8085.55,SUCCESS,Card,Web,2026-07-04 19:20:00,pos_gateway
TX-00002306,278,1179,14114.52,SUCCESS,USSD,POS,2026-11-16 17:37:00,switch_api
TX-00002307,96,1738,4037.42,failed,Card,POS,2026-03-10 12:30:00,partner_feed
TX-00002308,429,1214,2720.04,failed,USSD,Web,2026-08-20 07:18:00,mobile_app
TX-00002309,219,514,3894.24,failed,USSD,POS,2026-03-21 11:10:00,switch_api
TX-00002310,456,1983,4646.31,failed,Transfer,POS,2026-08-27 10:05:00,switch_api
TX-00002311,33,1012,2539.36,failed,USSD,POS,2026-01-23 10:26:00,partner_feed
TX-00002312,346,1566,7314.44,FAILED,Card,Mobile,2026-01-30 02:37:00,switch_api
TX-00002313,302,1580,3344.38,failed,USSD,Mobile,2026-04-26 22:12:00,switch_api
TX-00002314,135,1490,3823.31,failed,Transfer,Web,2026-07-27 05:45:00,partner_feed
TX-00002315,256,615,4158.72,FAILED,Transfer,Mobile,2026-05-15 20:59:00,pos_gateway
TX-00002316,301,350,3680.46,success,USSD,Web,2026-03-25 01:16:00,partner_feed
TX-00002317,451,946,4534.5,failed,Transfer,Web,2026-06-19 06:44:00,partner_feed
TX-00002318,79,291,2189.38,FAILED,Transfer,POS,2026-06-14 15:10:00,pos_gateway
TX-00002319,163,782,2254.87,SUCCESS,Transfer,Web,2026-10-14 23:58:00,switch_api
TX-00002320,406,1675,1719.73,SUCCESS,Card,Mobile,2026-06-08 03:40:00,pos_gateway
TX-00002321,49,34,3713.58,FAILED,Transfer,POS,2026-03-21 00:07:00,mobile_app
TX-00002322,102,45,4400.48,FAILED,Transfer,POS,2026-05-03 19:30:00,mobile_app
TX-00002323,490,1749,3747.66,error,Transfer,POS,2026-10-30 02:42:00,pos_gateway
TX-00002324,311,1483,6886.0,FAILED,Transfer,Web,2026-06-27 03:24:00,pos_gateway
TX-00002325,497,1364,2972.63,success,Transfer,POS,2026-06-27 10:27:00,switch_api
TX-00002326,166,1446,4164.58,FAILED,USSD,Web,2026-12-13 23:00:00,pos_gateway
TX-00002327,266,1932,1727.01,FAILED,Card,Web,2026-03-27 14:47:00,partner_feed
TX-00002328,490,631,2456.4,SUCCESS,Transfer,Mobile,2026-01-05 17:18:00,mobile_app
TX-00002329,317,879,4220.75,error,Card,Mobile,2026-09-07 01:23:00,pos_gateway
TX-00002330,145,699,4557.6,failed,USSD,POS,2026-07-12 20:02:00,mobile_app
TX-00002331,497,970,2573.49,success,Card,Web,2026-07-25 19:54:00,mobile_app
TX-00002332,127,429,2876.13,failed,USSD,POS,2026-06-01 19:48:00,mobile_app
TX-00002333,469,1847,1395.58,FAILED,Transfer,Mobile,2026-08-19 18:51:00,mobile_app
TX-00002334,407,679,2493.61,SUCCESS,Card,Web,2026-07-30 03:49:00,pos_gateway
TX-00002335,304,1249,4652.65,SUCCESS,Card,Web,2026-09-15 19:30:00,partner_feed
TX-00002336,10,642,3974.29,error,Card,Web,2026-11-21 05:48:00,pos_gateway
TX-00002337,165,167,3828.9,error,Transfer,Web,2026-08-16 01:09:00,mobile_app
TX-00002338,231,798,3056.08,SUCCESS,Transfer,Mobile,2026-01-25 08:48:00,pos_gateway
TX-00002339,435,1593,2991.5,success,Transfer,POS,2026-05-13 10:46:00,pos_gateway
TX-00002340,2,671,2142.74,failed,USSD,Web,2026-08-19 11:50:00,pos_gateway
TX-00002341,140,1960,4227.7,failed,Transfer,Web,2026-10-13 07:56:00,pos_gateway
TX-00002342,416,1323,3679.33,SUCCESS,USSD,Mobile,2026-10-28 01:24:00,switch_api
TX-00002343,376,125,3812.38,SUCCESS,USSD,Mobile,2026-04-18 15:09:00,mobile_app
TX-00002344,405,771,2291.55,FAILED,USSD,POS,2026-04-01 09:02:00,mobile_app
TX-00002345,105,296,1015.7,failed,Card,POS,2026-04-06 00:32:00,partner_feed
TX-00002346,189,953,5159.4,SUCCESS,Transfer,Mobile,2026-01-29 15:46:00,partner_feed
TX-00002347,81,1217,2346.27,FAILED,Transfer,POS,2026-07-22 03:58:00,mobile_app
TX-00002348,142,406,1936.45,error,Transfer,Web,2026-06-16 00:05:00,pos_gateway
TX-00002349,66,662,4216.41,success,Card,POS,2026-08-02 12:44:00,mobile_app
TX-00002350,245,756,2450.37,SUCCESS,Transfer,Mobile,2026-07-21 04:28:00,partner_feed
TX-00002351,14,1288,5064.28,FAILED,USSD,Web,2026-07-20 07:05:00,partner_feed
TX-00002352,168,1256,4058.23,success,USSD,Web,2026-03-06 19:22:00,mobile_app
TX-00002353,388,1165,4195.57,success,USSD,POS,2026-07-25 22:26:00,pos_gateway
TX-00002354,33,1899,1505.71,success,Card,POS,2026-06-30 20:01:00,switch_api
TX-00002355,84,1926,5464.19,SUCCESS,Card,Web,2026-07-10 08:07:00,mobile_app
TX-00002356,42,846,3396.92,failed,Card,Web,2026-05-04 02:52:00,partner_feed
TX-00002357,32,1075,2478.38,FAILED,USSD,Web,2026-07-18 11:15:00,pos_gateway
TX-00002358,422,184,3202.52,SUCCESS,Transfer,POS,2026-07-19 13:20:00,switch_api
TX-00002359,467,1780,1226.45,failed,Card,POS,2026-10-05 17:08:00,switch_api
TX-00002360,350,1143,3656.74,success,Card,Mobile,2026-08-23 17:59:00,pos_gateway
TX-00002361,22,87,1781.68,SUCCESS,Card,POS,2026-06-24 06:53:00,pos_gateway
TX-00002362,164,662,1515.75,FAILED,USSD,Mobile,2026-07-02 06:10:00,partner_feed
TX-00002363,262,1568,1392.45,failed,Transfer,POS,2026-01-08 00:15:00,partner_feed
TX-00002364,35,83,5199.64,SUCCESS,USSD,POS,2026-07-20 06:14:00,pos_gateway
TX-00002365,299,1007,2176.27,success,Transfer,Mobile,2026-03-25 13:27:00,switch_api
TX-00002366,452,754,6418.01,error,Card,Web,2026-07-31 17:57:00,pos_gateway
TX-00002367,275,16,2280.38,error,Transfer,Web,2026-02-25 10:25:00,mobile_app
TX-00002368,199,328,1269.43,SUCCESS,USSD,Web,2026-07-06 00:08:00,mobile_app
TX-00002369,168,1839,1705.71,failed,Transfer,POS,2026-03-13 06:41:00,mobile_app
TX-00002370,15,913,5529.79,error,USSD,Mobile,2026-06-14 10:34:00,partner_feed
TX-00002371,95,231,2757.42,success,Transfer,POS,2026-03-16 11:44:00,pos_gateway
TX-00002372,389,1168,2266.19,failed,USSD,Mobile,2026-03-14 20:52:00,pos_gateway
TX-00002373,304,1675,3229.26,failed,Transfer,Web,2026-11-19 19:41:00,switch_api
TX-00002374,321,471,3831.04,error,Transfer,POS,2026-08-24 20:49:00,switch_api
TX-00002375,7,444,5211.9,SUCCESS,Transfer,POS,2026-04-23 19:57:00,partner_feed
TX-00002376,369,796,6150.26,failed,Transfer,Web,2026-12-11 17:13:00,pos_gateway
TX-00002377,252,984,2490.19,error,USSD,Web,2026-12-02 06:14:00,pos_gateway
TX-00002378,316,220,1536.06,success,Card,Mobile,2026-01-29 06:43:00,switch_api
TX-00002379,6,1940,2424.23,failed,Card,Web,2026-11-09 02:01:00,partner_feed
TX-00002380,374,1164,3395.28,SUCCESS,Card,POS,2026-05-19 20:54:00,mobile_app
TX-00002381,331,391,1841.1,FAILED,USSD,Web,2026-03-20 09:23:00,switch_api
TX-00002382,214,1339,1847.2,success,Transfer,POS,2026-04-12 22:29:00,switch_api
TX-00002383,73,539,3540.04,FAILED,Card,POS,2026-04-20 23:21:00,switch_api
TX-00002384,477,1909,2909.32,FAILED,Card,POS,2026-11-17 12:05:00,switch_api
TX-00002385,372,481,3030.24,FAILED,USSD,Mobile,2026-02-01 08:18:00,mobile_app
TX-00002386,12,1440,2040.1,error,Transfer,POS,2026-04-09 07:52:00,pos_gateway
TX-00002387,34,815,2656.59,FAILED,Card,POS,2026-03-20 10:51:00,partner_feed
TX-00002388,426,954,1877.85,FAILED,Card,POS,2026-06-07 11:08:00,switch_api
TX-00002389,33,1965,4652.22,failed,USSD,Web,2026-08-28 01:32:00,partner_feed
TX-00002390,411,548,5002.16,success,USSD,Web,2026-03-15 19:12:00,pos_gateway
TX-00002391,354,918,1184.3,success,USSD,POS,2026-03-27 11:52:00,partner_feed
TX-00002392,488,1440,1872.9,FAILED,Card,Mobile,2026-07-23 12:07:00,switch_api
TX-00002393,187,182,1410.55,error,Transfer,Web,2026-04-15 07:37:00,partner_feed
TX-00002394,84,765,2153.8,failed,USSD,Mobile,2026-07-18 06:42:00,pos_gateway
TX-00002395,377,1310,2859.15,failed,Transfer,POS,2026-04-27 18:25:00,partner_feed
TX-00002396,240,712,1444.01,failed,Card,Mobile,2026-05-16 11:32:00,partner_feed
TX-00002397,278,836,1880.08,failed,Transfer,POS,2026-09-04 00:27:00,mobile_app
TX-00002398,71,682,1804.47,failed,USSD,Web,2026-11-19 03:15:00,partner_feed
TX-00002399,277,1765,3306.46,SUCCESS,Card,Web,2026-10-02 09:57:00,pos_gateway
TX-00002400,175,1107,3086.13,SUCCESS,USSD,POS,2026-08-07 00:19:00,pos_gateway
TX-00002401,355,812,2077.94,success,Transfer,POS,2026-10-28 06:12:00,switch_api
TX-00002402,54,1179,3256.51,success,Transfer,Mobile,2026-07-09 04:03:00,pos_gateway
