customer_id_raw,signup_date_raw
1497,2024-10-17
1498,2024-03-21
1499,2024-09-13
1500,2024-07-20
1501,2025-10-12
1502,2025-07-18
1503,2024-10-08
1504,2024-05-08
1505,2025-10-02
1506,2024-11-06
1507,2025-09-21
1508,2025-06-30
1509,2024-04-05
1510,2025-05-29
1511,2025-10-18
1512,2024-06-21
1513,2025-08-29
1514,2025-08-17
1515,2024-06-06
1516,2024-06-24
1517,2025-11-05
1518,2025-10-01
1519,2025-09-11
1520,2024-12-11
1521,2025-07-31
1522,2024-02-12
1523,2024-01-30
1524,2024-03-24
1525,2024-02-16
1526,2025-10-18
1527,2025-08-13
1528,2024-09-28
1529,2025-10-28
1530,2024-08-03
1531,2025-08-08
1532,2025-03-02
1533,2025-09-24
1534,2025-10-16
1535,2024-02-01
1536,2025-05-24
1537,2025-10-04
1538,2025-07-12
1539,2024-10-23
1540,2025-10-19
1541,2024-11-05
1542,2025-05-09
1543,2024-09-07
1544,2025-02-19
1545,2024-10-31
1546,2025-04-09
1547,2024-03-15
1548,2024-03-02
1549,2024-06-10
1550,2025-03-26
1551,2025-03-01
1552,2025-05-10
1553,2025-04-20
1554,2024-07-27
1555,2024-12-14
1556,2025-09-13
1557,2024-05-27
1558,2024-11-16
1559,2024-11-22
1560,2024-12-19
1561,2025-02-12
1562,2024-05-13
1563,2025-01-14
1564,2025-06-11
1565,2025-07-29
1566,2024-04-18
1567,2024-11-22
1568,2024-09-04
1569,2025-04-22
1570,2024-05-05
1571,2024-09-30
1572,2025-04-05
1573,2024-09-10
1574,2024-05-24
1575,2024-04-09
1576,2024-02-21
1577,2024-10-24
1578,2025-01-28
1579,2025-09-22
1580,2025-03-04
1581,2024-09-11
1582,2024-06-12
1583,2024-12-01
1584,2025-08-14
1585,2024-11-16
1586,2024-07-13
1587,2024-06-12
1588,2025-05-25
1589,2025-06-11
1590,2025-04-23
1591,2025-05-25
1592,2024-11-11
1593,2025-05-24
1594,2024-01-24
1595,2024-04-02
1596,2025-02-06
1597,2025-06-01
1598,2025-04-13
1599,2024-09-03
1600,2024-08-08
1601,2025-08-20
1602,2024-12-27
1603,2024-02-19
1604,2024-02-21
1605,2024-10-15
1606,2025-05-21
1607,2025-09-03
1608,2025-10-31
1609,2025-11-19
1610,2025-04-26
1611,2024-10-19
1612,2025-07-03
1613,2024-01-09
1614,2024-04-20
1615,2025-03-17
1616,2024-05-17
1617,2024-09-27
1618,2025-01-09
1619,2025-02-16
1620,2025-01-09
1621,2024-02-16
1622,2025-02-14
1623,2024-02-22
1624,2025-08-06
1625,2025-07-29
1626,2024-07-18
1627,2025-01-06
1628,2025-07-20
1629,2024-10-22
1630,2024-03-16
1631,2025-01-30
1632,2025-05-31
1633,2025-04-06
1634,2025-07-17
1635,2024-10-13
1636,2025-09-30
1637,2025-11-27
1638,2025-09-17
1639,2024-05-01
1640,2024-05-11
1641,2024-04-09
1642,2025-02-07
1643,2025-01-17
1644,2024-12-13
1645,2025-07-25
1646,2025-01-09
1647,2024-05-27
1648,2024-07-22
1649,2025-09-08
1650,2025-06-05
1651,2025-02-15
1652,2025-05-27
1653,2024-02-11
1654,2024-02-16
1655,2024-02-09
1656,2024-05-20
1657,2024-12-07
1658,2025-04-30
1659,2025-06-15
1660,2025-04-12
1661,2024-06-01
1662,2025-09-12
1663,2025-06-11
1664,2024-05-23
1665,2024-12-01
1666,2025-09-19
1667,2024-11-22
1668,2024-06-15
1669,2025-02-06
1670,2025-09-23
1671,2024-11-02
1672,2025-08-30
1673,2024-12-10
1674,2025-06-03
1675,2025-06-05
1676,2025-06-29
1677,2025-05-16
1678,2025-07-30
1679,2024-11-02
1680,2025-05-01
1681,2024-01-18
1682,2025-01-12
1683,2024-12-05
1684,2025-11-20
1685,2024-04-22
1686,2025-03-02
1687,2025-08-20
1688,2024-11-11
1689,2025-10-06
1690,2024-01-28
1691,2025-09-03
1692,2025-04-30
1693,2024-09-28
1694,2025-11-02
1695,2025-08-15
1696,2025-08-14
1697,2024-08-21
1698,2024-02-22
1699,2025-08-20
1700,2025-05-06
1701,2024-06-23
1702,2025-06-20
1703,2025-10-06
1704,2025-09-26
1705,2025-01-24
1706,2024-05-31
1707,2025-11-28
1708,2024-09-05
1709,2024-02-02
1710,2025-08-09
1711,2024-04-22
1712,2024-07-14
1713,2024-01-20
1714,2025-03-27
1715,2024-11-17
1716,2025-03-04
1717,2024-06-04
1718,2025-02-26
1719,2024-07-27
1720,2025-02-24
1721,2025-05-28
1722,2025-09-18
1723,2025-04-27
1724,2024-03-04
1725,2024-05-21
1726,2025-06-15
1727,2024-07-31
1728,2025-07-28
1729,2024-11-28
1730,2025-11-09
1731,2025-05-04
1732,2025-06-22
1733,2025-01-20
1734,2024-11-17
1735,2024-06-26
1736,2025-04-15
1737,2025-06-29
1738,2024-12-16
1739,2025-07-13
1740,2024-12-28
1741,2025-11-23
1742,2025-11-28
1743,2025-10-20
1744,2024-09-27
1745,2025-09-16
1746,2025-05-10
1747,2024-07-15
1748,2024-09-09
1749,2024-10-12
1750,2025-07-25
1751,2024-11-01
1752,2024-08-18
1753,2024-10-31
1754,2024-10-22
1755,2024-07-31
1756,2025-05-15
1757,2024-11-20
1758,2025-05-06
1759,2024-12-23
1760,2025-07-27
1761,2024-10-07
1762,2024-10-21
1763,2024-05-04
1764,2025-08-10
1765,2025-11-23
1766,2025-07-10
1767,2025-01-23
1768,2025-02-08
1769,2024-12-19
1770,2024-05-29
1771,2024-10-24
1772,2024-02-13
1773,2024-10-21
1774,2024-03-21
1775,2024-12-20
1776,2025-03-28
1777,2025-11-02
1778,2024-09-19
1779,2025-05-05
1780,2024-08-07
1781,2024-07-25
1782,2025-07-05
1783,2024-10-04
1784,2025-07-29
1785,2024-10-05
1786,2024-05-20
1787,2024-04-21
1788,2025-09-22
1789,2025-08-23
1790,2024-09-02
1791,2024-09-05
1792,2024-02-21
1793,2025-11-16
1794,2025-06-27
1795,2024-08-19
1796,2025-10-15
1797,2024-08-26
1798,2024-02-23
1799,2024-04-12
1800,2025-02-27
1801,2024-12-04
1802,2025-04-28
1803,2024-04-12
1804,2025-11-28
1805,2024-05-20
1806,2024-01-06
1807,2025-07-17
1808,2024-06-10
1809,2025-02-20
1810,2025-10-30
1811,2025-05-02
1812,2025-05-03
1813,2025-10-28
1814,2024-07-23
1815,2024-10-21
1816,2024-11-24
1817,2024-10-19
1818,2025-10-23
1819,2024-03-01
1820,2024-04-01
1821,2025-10-29
1822,2025-08-10
1823,2024-08-25
1824,2025-07-01
1825,2024-02-08
1826,2024-06-28
1827,2025-03-03
1828,2024-06-29
1829,2024-02-07
1830,2025-02-10
1831,2025-05-22
1832,2024-07-09
1833,2024-10-23
1834,2024-02-08
1835,2024-01-10
1836,2024-11-01
1837,2025-08-04
1838,2025-09-09
1839,2024-04-19
1840,2024-12-09
1841,2024-10-18
1842,2025-04-10
1843,2025-10-18
1844,2025-07-10
1845,2025-06-20
1846,2025-05-20
1847,2024-05-17
1848,2025-05-31
1849,2025-04-24
1850,2024-10-06
1851,2024-07-16
1852,2024-04-25
1853,2024-12-04
1854,2024-06-15
1855,2025-04-14
1856,2025-10-25
1857,2024-09-20
1858,2024-07-09
1859,2024-01-15
1860,2024-12-11
1861,2024-10-29
1862,2025-08-04
1863,2025-11-21
1864,2024-07-16
1865,2024-06-28
1866,2025-09-17
1867,2025-10-16
1868,2025-02-19
1869,2025-03-13
1870,2025-06-11
1871,2024-12-01
1872,2024-03-29
1873,2025-02-14
1874,2025-11-16
1875,2024-04-07
1876,2024-07-08
1877,2024-05-23
1878,2025-05-03
1879,2024-11-27
1880,2024-09-11
1881,2024-01-07
1882,2024-09-24
1883,2025-01-27
1884,2024-08-29
1885,2025-04-02
1886,2024-09-30
1887,2024-12-03
1888,2024-11-05
1889,2025-08-19
1890,2025-08-09
1891,2024-01-12
1892,2024-09-24
1893,2025-10-31
1894,2025-01-03
1895,2024-08-29
1896,2024-03-04
1897,2025-11-14
1898,2024-05-01
1899,2025-04-21
1900,2024-11-10
1901,2024-06-12
1902,2025-02-19
1903,2025-05-29
1904,2024-11-14
1905,2024-04-30
1906,2025-10-16
1907,2024-10-29
1908,2025-01-11
1909,2025-09-21
1910,2024-08-14
1911,2024-08-12
1912,2024-05-16
1913,2025-05-04
1914,2024-06-05
1915,2025-04-10
1916,2025-09-12
1917,2025-01-17
1918,2025-03-01
1919,2025-07-16
1920,2025-04-27
1921,2025-07-04
1922,2025-11-11
1923,2024-08-11
1924,2024-09-10
1925,2025-11-27
1926,2025-09-02
1927,2024-03-24
1928,2025-06-22
1929,2025-04-02
1930,2025-06-24
1931,2025-01-05
1932,2024-03-20
1933,2025-07-31
1934,2024-04-24
1935,2024-03-04
1936,2025-07-14
1937,2025-06-01
1938,2024-07-26
1939,2025-08-09
1940,2025-07-03
1941,2024-06-02
1942,2024-06-17
1943,2024-12-01
1944,2025-06-16
1945,2025-03-28
1946,2024-04-29
1947,2025-11-27
1948,2024-07-29
1949,2025-08-20
1950,2025-05-15
1951,2024-04-03
1952,2025-06-06
1953,2025-04-01
1954,2024-02-26
1955,2025-04-09
1956,2024-05-15
1957,2025-06-09
1958,2025-03-01
1959,2025-04-12
1960,2025-07-31
1961,2024-02-29
1962,2025-07-26
1963,2025-04-18
1964,2025-11-19
1965,2024-11-11
1966,2024-01-23
1967,2025-02-09
1968,2024-09-17
1969,2024-01-04
1970,2024-08-11
1971,2025-08-15
1972,2024-03-15
1973,2024-02-16
1974,2025-03-09
1975,2024-12-18
1976,2024-03-06
1977,2025-07-08
1978,2024-03-02
1979,2024-03-11
1980,2025-04-28
1981,2024-02-02
1982,2024-10-20
1983,2025-02-22
1984,2024-07-03
1985,2024-05-18
1986,2025-10-18
1987,2025-10-23
1988,2025-03-06
1989,2025-01-18
1990,2025-01-26
1991,2025-04-04
1992,2025-01-21
1993,2025-01-19
1994,2024-03-23
1995,2025-11-30
1996,2025-11-08
1997,2025-07-06
1998,2024-05-16
1999,2025-10-31
2000,2024-12-22
